,date,credits_corp_f,credits_fiz_f,credits_corp_rub,credits_fiz_rub,deposits_corp_f,deposits_fiz_f,deposits_corp_rub,deposits_fiz_rub,key_rate,mp_index_banks,m0,f_currency_reserves,gold_reserves,treasures_y_r,gdp_proxy,exchange_rate
87,2022-06-01,10035.28675013957,54.19840419884673,41697.12043897452,25546.041440734807,10633.131056139075,4825.062591917535,29427.87518459319,28538.59689963554,10.353727504322508,5.767361111111111,69050.15631200396,451244.23952132935,137369.60739087302,2.665704568282757,99.86510287946429,59.4609568799699
88,2022-07-01,8419.763731823352,41.24886085509673,42034.88381685919,25617.48423699969,8995.334399981337,4025.19249971813,29650.069903332776,28951.16404988777,9.376236711365443,5.919890873015873,69582.25303819445,449363.43371775793,135640.8127480159,3.0590026773771335,101.29089585565475,60.01218920281649
89,2022-08-01,9369.952243692398,31.315169390811008,42869.12799177586,25847.74071067826,10060.366600320622,4362.1210857002725,30740.603815803013,29370.22519392349,8.303241900792992,5.979414682539683,71223.19946676587,445775.7491939484,129624.84250992064,3.3416965697874366,100.83657139136903,60.60669193842809
90,2022-09-01,8499.930926243738,23.421620745721725,44484.72841581306,26047.793406625435,9342.12397993595,4004.1858148237848,32681.980442624445,29727.400993802206,8.148095676275776,6.038194444444445,73633.48443700396,433285.74472966266,129599.39905753969,3.8919830612151047,100.82530079613095,59.70848056172297
91,2022-10-01,8253.820098217695,23.018577521763383,45620.15896623493,26394.24263919835,8674.7661317172,3484.6874944279516,33845.00414243695,29873.080470047,7.878188726341653,6.090277777777778,75492.87506200396,418899.05202132935,125288.61259920635,4.404992227689839,101.44905277529762,61.99980767896487
92,2022-11-01,8504.955659764573,25.653728990513393,47165.46670649535,26646.796121536892,8772.005914764075,3558.833748042535,34374.13294025986,30127.06597864075,7.826492663060922,6.142361111111112,76528.5990203373,425032.78118799604,125910.79489087302,4.650989215898997,102.5762966815476,61.42366984651164
93,2022-12-01,8384.797461504155,24.59781840197173,47808.99842685472,26979.87315750564,8349.612307816158,3436.9454332196183,34805.09883531194,30541.42256441679,7.756772315791233,6.194444444444445,77550.4115203373,437432.02077132935,133759.44593253967,4.599780017476806,103.10148704613096,65.99138658429752
94,2023-01-01,9353.075285347903,29.00612868322172,49101.05487724535,27343.940363333768,9386.5572581547,3741.654917110243,36376.82242980153,32070.140526151168,7.671567589961507,5.361111111111111,80710.10943700396,444259.8228546627,137479.16989087302,4.648933216525564,99.3453128794643,68.39972158664563
95,2023-02-01,9167.675474337488,27.54471894884673,49136.13390716202,27536.4445945421,8213.914157326577,3632.517874834202,37175.69092444215,31898.220233739707,7.557893118456657,5.392361111111111,82005.91152033731,448587.7863963294,143566.18030753967,4.85166043399488,100.63245147321427,72.07499955946024
96,2023-03-01,9414.14920413957,28.855317021763398,50349.41806678702,27822.915531948354,8817.60177156095,3837.451249615451,37771.068899739024,32690.934360104293,6.283027197684702,4.673611111111111,83573.13547867064,437247.84889632935,134936.77926587302,4.7370381870897385,102.79681027529764,71.76462683124848
97,2023-04-01,9583.240563748946,30.801967141555057,51275.02757410472,28316.983274208764,8949.156136524492,3782.0835494644098,37490.72066670256,33235.92289394804,6.594794423514427,4.704861111111111,84507.20839533731,446798.2603546627,146465.26884920636,4.748763291084079,102.33470162946426,79.48563526253957
98,2023-05-01,10281.323376040613,34.7723060998884,52282.18347569326,28876.966648687936,9537.484702758866,3907.739004125868,37578.79904895257,33632.68311170325,7.236975159445164,4.736111111111111,84538.65631200396,447659.26035466266,146989.08655753967,4.967032885524726,102.47265631696428,80.43948340145114
99,2023-06-01,10355.283498139572,32.475047198846724,53230.804574974514,29492.605038734808,9468.343034139074,3901.7613789175343,38287.9284155932,34371.29036663554,7.782298932893937,4.767361111111111,86254.15631200396,440320.23952132935,145046.60739087302,5.255704568282757,100.51641287946428,85.60173307044609
